Time [s],Packet ID,Address,Data,Read/Write,ACK/NAK
50.049163687499998,301,2 (0x32),'217' (0xD9),Read,ACK
50.049259249999999,301,2 (0x32),` (0x60),Read,ACK
50.049354812499999,301,2 (0x32),'220' (0xDC),Read,NAK
50.049568562499999,302,2 (0x32),' (0x27),Write,ACK
50.049773562500000,303,2 (0x32),'0' (0x00),Read,NAK
50.050978562499999,304,2 (0x32),' (0x27),Write,ACK
50.051183500000000,305,2 (0x32),'0' (0x00),Read,NAK
50.052387000000003,306,2 (0x32),' (0x27),Write,ACK
50.052591999999997,307,2 (0x32),'0' (0x00),Read,NAK
50.053794937500001,308,2 (0x32),' (0x27),Write,ACK
50.053999875000002,309,2 (0x32),'0' (0x00),Read,NAK
50.055202812499999,310,2 (0x32),' (0x27),Write,ACK
50.055407812500000,311,2 (0x32),'0' (0x00),Read,NAK
50.056610749999997,312,2 (0x32),' (0x27),Write,ACK
50.056815749999998,313,2 (0x32),'0' (0x00),Read,NAK
50.058018687500002,314,2 (0x32),' (0x27),Write,ACK
50.058223687500004,315,2 (0x32),'0' (0x00),Read,NAK
50.059426625000000,316,2 (0x32),' (0x27),Write,ACK
50.059631562500002,317,2 (0x32),'15' (0x0F),Read,NAK
50.059843250000000,318,2 (0x32),'140' (0x8C),Write,ACK
50.060048187500001,319,2 (0x32),'0' (0x00),Read,ACK
50.060143687500002,319,2 (0x32),'6' (0x06),Read,NAK
