Time [s],Packet ID,Address,Data,Read/Write,ACK/NAK
39.447196875000003,269,'236' (0xEC),0 (0x30),Read,NAK
39.447408500000002,270,'236' (0xEC),'253' (0xFD),Write,ACK
39.447613500000003,271,'236' (0xEC),[ (0x5B),Read,ACK
39.447709000000003,271,'236' (0xEC),'202' (0xCA),Read,NAK
39.547964937499998,272,2 (0x32),' (0x27),Write,ACK
39.548169937499999,273,2 (0x32),'255' (0xFF),Read,NAK
39.548386250000000,274,2 (0x32),'168' (0xA8),Write,ACK
39.548591250000001,275,2 (0x32),'208' (0xD0),Read,ACK
39.548686625000002,275,2 (0x32),'225' (0xE1),Read,ACK
39.548782125000002,275,2 (0x32),'176' (0xB0),Read,ACK
39.548877687500003,275,2 (0x32),'216' (0xD8),Read,ACK
39.548973250000003,275,2 (0x32),'176' (0xB0),Read,ACK
39.549068812500003,275,2 (0x32),'216' (0xD8),Read,NAK
39.549300750000000,276,2 (0x32),' (0x27),Write,ACK
39.549505750000002,277,2 (0x32),'0' (0x00),Read,NAK
39.550716250000001,278,2 (0x32),' (0x27),Write,ACK
39.550921250000002,279,2 (0x32),'0' (0x00),Read,NAK
39.552127812499997,280,2 (0x32),' (0x27),Write,ACK
39.552332749999998,281,2 (0x32),'15' (0x0F),Read,NAK
39.552544374999997,282,2 (0x32),'140' (0x8C),Write,ACK
39.552749374999998,283,2 (0x32),'192' (0xC0),Read,ACK
39.552844874999998,283,2 (0x32),'5' (0x05),Read,NAK
49.943898562500003,284,'236' (0xEC),'250' (0xFA),Write,ACK
49.944122062500000,285,'236' (0xEC),'134' (0x86),Read,ACK
49.944217625000000,285,'236' (0xEC),'154' (0x9A),Read,ACK
49.944313187500001,285,'236' (0xEC),'240' (0xF0),Read,NAK
49.944546937500000,286,'236' (0xEC),'250' (0xFA),Write,ACK
49.944751875000001,287,'236' (0xEC),'134' (0x86),Read,ACK
49.944847187500002,287,'236' (0xEC),'154' (0x9A),Read,ACK
49.944942750000003,287,'236' (0xEC),'240' (0xF0),Read,NAK
49.945154375000001,288,'236' (0xEC),'247' (0xF7),Write,ACK
49.945359375000002,289,'236' (0xEC),n (0x6E),Read,ACK
49.945454812500003,289,'236' (0xEC),'205' (0xCD),Read,ACK
49.945550375000003,289,'236' (0xEC),@ (0x40),Read,NAK
49.945799375000000,290,'236' (0xEC),'250' (0xFA),Write,ACK
49.946004375000001,291,'236' (0xEC),'134' (0x86),Read,ACK
49.946099750000002,291,'236' (0xEC),'154' (0x9A),Read,ACK
49.946195312500002,291,'236' (0xEC),'240' (0xF0),Read,NAK
49.946406937500001,292,'236' (0xEC),'247' (0xF7),Write,ACK
49.946611875000002,293,'236' (0xEC),n (0x6E),Read,ACK
49.946707312500003,293,'236' (0xEC),'205' (0xCD),Read,ACK
49.946802875000003,293,'236' (0xEC),@ (0x40),Read,NAK
49.947097187499999,294,'236' (0xEC),'250' (0xFA),Write,ACK
49.947302187500000,295,'236' (0xEC),'134' (0x86),Read,ACK
49.947397750000000,295,'236' (0xEC),'154' (0x9A),Read,ACK
49.947493312500001,295,'236' (0xEC),'240' (0xF0),Read,NAK
49.947708687499997,296,'236' (0xEC),'253' (0xFD),Write,ACK
49.947913687499998,297,'236' (0xEC),[ (0x5B),Read,ACK
49.948008999999999,297,'236' (0xEC),i (0x69),Read,NAK
50.048254937499998,298,2 (0x32),' (0x27),Write,ACK
50.048459937499999,299,2 (0x32),'255' (0xFF),Read,NAK
50.048672250000003,300,2 (0x32),'168' (0xA8),Write,ACK
50.048877249999997,301,2 (0x32),' ' (0x20),Read,ACK
50.048972624999998,301,2 (0x32),'220' (0xDC),Read,ACK
50.049068187499998,301,2 (0x32),'128' (0x80),Read,ACK
